"Time.id","YEAR","DOY","LW_IN.wp","LW_IN.si","LW_IN"
2010.00273224044,2010,1,NA,NA,NA
2010.00546448087,2010,2,NA,NA,NA
2010.00819672131,2010,3,NA,NA,NA
2010.01092896175,2010,4,NA,NA,NA
2010.01366120219,2010,5,NA,NA,NA
2010.01639344262,2010,6,NA,NA,NA
2010.01912568306,2010,7,NA,NA,NA
2010.0218579235,2010,8,NA,NA,NA
2010.02459016393,2010,9,NA,NA,NA
2010.02732240437,2010,10,NA,NA,NA
2010.03005464481,2010,11,NA,NA,NA
2010.03278688525,2010,12,NA,NA,NA
2010.03551912568,2010,13,NA,NA,NA
2010.03825136612,2010,14,NA,NA,NA
2010.04098360656,2010,15,NA,NA,NA
2010.04371584699,2010,16,NA,NA,NA
2010.04644808743,2010,17,NA,NA,NA
2010.04918032787,2010,18,NA,NA,NA
2010.05191256831,2010,19,NA,NA,NA
2010.05464480874,2010,20,NA,NA,NA
2010.05737704918,2010,21,NA,NA,NA
2010.06010928962,2010,22,NA,NA,NA
2010.06284153005,2010,23,NA,NA,NA
2010.06557377049,2010,24,NA,NA,NA
2010.06830601093,2010,25,NA,NA,NA
2010.07103825137,2010,26,NA,NA,NA
2010.0737704918,2010,27,NA,NA,NA
2010.07650273224,2010,28,NA,NA,NA
2010.07923497268,2010,29,NA,NA,NA
2010.08196721311,2010,30,NA,NA,NA
2010.08469945355,2010,31,NA,NA,NA
2010.08743169399,2010,32,NA,NA,NA
2010.09016393443,2010,33,NA,NA,NA
2010.09289617486,2010,34,NA,NA,NA
2010.0956284153,2010,35,NA,NA,NA
2010.09836065574,2010,36,NA,NA,NA
2010.10109289617,2010,37,NA,NA,NA
2010.10382513661,2010,38,NA,NA,NA
2010.10655737705,2010,39,NA,NA,NA
2010.10928961749,2010,40,NA,NA,NA
2010.11202185792,2010,41,NA,NA,NA
2010.11475409836,2010,42,NA,NA,NA
2010.1174863388,2010,43,NA,NA,NA
2010.12021857923,2010,44,NA,NA,NA
2010.12295081967,2010,45,NA,NA,NA
2010.12568306011,2010,46,NA,NA,NA
2010.12841530055,2010,47,NA,NA,NA
2010.13114754098,2010,48,NA,NA,NA
2010.13387978142,2010,49,NA,27.7821579034895,27.7821579034895
2010.13661202186,2010,50,NA,28.40945255366,28.40945255366
2010.1393442623,2010,51,NA,27.261221223903,27.261221223903
2010.14207650273,2010,52,NA,30.562641450256,30.562641450256
2010.14480874317,2010,53,NA,26.736953185821,26.736953185821
2010.14754098361,2010,54,NA,29.7847596034715,29.7847596034715
2010.15027322404,2010,55,NA,29.8754698249947,29.8754698249947
2010.15300546448,2010,56,NA,28.5022419359267,28.5022419359267
2010.15573770492,2010,57,NA,29.4025968111326,29.4025968111326
2010.15846994536,2010,58,NA,29.3054154460099,29.3054154460099
2010.16120218579,2010,59,NA,24.8985709653889,24.8985709653889
2010.16393442623,2010,60,NA,29.7070129652749,29.7070129652749
2010.16666666667,2010,61,NA,29.5332531786419,29.5332531786419
2010.1693989071,2010,62,NA,28.6829428717831,28.6829428717831
2010.17213114754,2010,63,NA,26.4433680041524,26.4433680041524
2010.17486338798,2010,64,NA,26.5190536512535,26.5190536512535
2010.17759562842,2010,65,NA,27.3950347658354,27.3950347658354
2010.18032786885,2010,66,NA,24.483456175651,24.483456175651
2010.18306010929,2010,67,NA,24.9494701831944,24.9494701831944
2010.18579234973,2010,68,NA,23.7470954787107,23.7470954787107
2010.18852459016,2010,69,NA,22.8894057366392,22.8894057366392
2010.1912568306,2010,70,NA,24.1918190173306,24.1918190173306
2010.19398907104,2010,71,NA,28.1836636175287,28.1836636175287
2010.19672131148,2010,72,NA,21.4674008470338,21.4674008470338
2010.19945355191,2010,73,NA,23.1123137161167,23.1123137161167
2010.20218579235,2010,74,NA,26.4938839479112,26.4938839479112
2010.20491803279,2010,75,NA,28.3983896724402,28.3983896724402
2010.20765027322,2010,76,NA,27.068357538805,27.068357538805
2010.21038251366,2010,77,NA,24.8798415018071,24.8798415018071
2010.2131147541,2010,78,NA,23.750080391054,23.750080391054
2010.21584699454,2010,79,NA,26.4126123245316,26.4126123245316
2010.21857923497,2010,80,NA,25.697183874865,25.697183874865
2010.22131147541,2010,81,NA,24.3129273398403,24.3129273398403
2010.22404371585,2010,82,NA,23.8923648549492,23.8923648549492
2010.22677595628,2010,83,NA,25.0337018437495,25.0337018437495
2010.22950819672,2010,84,NA,26.1328478027473,26.1328478027473
2010.23224043716,2010,85,NA,23.0540030162461,23.0540030162461
2010.2349726776,2010,86,NA,25.2505635686792,25.2505635686792
2010.23770491803,2010,87,NA,26.7755816766978,26.7755816766978
2010.24043715847,2010,88,NA,30.0969400602669,30.0969400602669
2010.24316939891,2010,89,NA,28.057884829162,28.057884829162
2010.24590163934,2010,90,NA,28.517185977861,28.517185977861
2010.24863387978,2010,91,NA,26.3256374738433,26.3256374738433
2010.25136612022,2010,92,NA,27.8797244132833,27.8797244132833
2010.25409836066,2010,93,NA,24.6044358039995,24.6044358039995
2010.25683060109,2010,94,NA,29.4409576129686,29.4409576129686
2010.25956284153,2010,95,NA,25.6379364484214,25.6379364484214
2010.26229508197,2010,96,NA,23.2199429773895,23.2199429773895
2010.2650273224,2010,97,NA,24.8048328620103,24.8048328620103
2010.26775956284,2010,98,NA,24.5795997608277,24.5795997608277
2010.27049180328,2010,99,NA,24.0940383029607,24.0940383029607
2010.27322404372,2010,100,NA,27.8957089818112,27.8957089818112
2010.27595628415,2010,101,NA,29.159024927578,29.159024927578
2010.27868852459,2010,102,NA,28.6047681539469,28.6047681539469
2010.28142076503,2010,103,NA,25.7066592597132,25.7066592597132
2010.28415300546,2010,104,NA,26.0023932035029,26.0023932035029
2010.2868852459,2010,105,NA,26.5091706932557,26.5091706932557
2010.28961748634,2010,106,NA,26.0369481234924,26.0369481234924
2010.29234972678,2010,107,NA,25.9114605476952,25.9114605476952
2010.29508196721,2010,108,NA,26.097433980916,26.097433980916
2010.29781420765,2010,109,NA,28.8820422740568,28.8820422740568
2010.30054644809,2010,110,NA,28.1115186961338,28.1115186961338
2010.30327868852,2010,111,NA,28.3090554917912,28.3090554917912
2010.30601092896,2010,112,NA,26.3162347132142,26.3162347132142
2010.3087431694,2010,113,NA,26.5072814767152,26.5072814767152
2010.31147540984,2010,114,NA,26.7753379568844,26.7753379568844
2010.31420765027,2010,115,NA,26.161395447358,26.161395447358
2010.31693989071,2010,116,NA,27.2198412696859,27.2198412696859
2010.31967213115,2010,117,NA,30.0735348922058,30.0735348922058
2010.32240437158,2010,118,NA,26.0854470426129,26.0854470426129
